6199, 5908950903, 0, 32768
7247, 6142303531, 0, 32768
7781, 6517049004, 0, 32768
8644, 6595345691, 0, 32768
9403, 6006941628, 0, 32768
9749, 4054099978, 0, 32768
9879, 3680060876, 0, 32768
11181, 4109841629, 0, 32768
11775, 4527922805, 0, 32768
11775, 3994487426, 0, 32768
12454, 3809819706, 0, 32768
13867, 4464124017, 0, 32768
13867, 4117800693, 0, 32768
15440, 5560990449, 0, 32768
16193, 5012033382, 0, 32768
16577, 4802116232, 0, 32768
16973, 5198115499, 0, 32768
17096, 4642352734, 0, 32768
17732, 3865319621, 0, 32768
18211, 4343900477, 0, 32768
18624, 3183950592, 0, 32768
18779, 2586171196, 0, 32768
19607, 3029822428, 0, 32768
20080, 3106714610, 0, 32768
20893, 3796419246, 0, 32768
21289, 3556522362, 0, 32768
21543, 3331899360, 0, 32768
21688, 3064164465, 0, 32768
22648, 3869343490, 0, 32768
23467, 3859532047, 0, 32768
24173, 4092519263, 0, 32768
24620, 3727602666, 0, 32768
25168, 3879432615, 0, 32768
26172, 4628741382, 0, 32768
26653, 4964709974, 0, 32768
27252, 4603881740, 0, 32768
27908, 4441856890, 0, 32768
29130, 4957068645, 0, 32768
29470, 4850190336, 0, 32768
29589, 4421089700, 0, 32768
29843, 3671606848, 0, 32768
31136, 4483243925, 0, 32768
31515, 4263390738, 0, 32768
32047, 4138602173, 0, 32768
33589, 4459400467, 0, 32768
34234, 4763373019, 0, 32768
34654, 5064334689, 0, 32768
35632, 5788187439, 0, 32768
36006, 4869800393, 0, 32768
37100, 5584475436, 0, 32768
37917, 5870424779, 0, 32768
38276, 4687440829, 0, 32768
38578, 4344053601, 0, 32768
39114, 4460022000, 0, 32768
39414, 3782404753, 0, 32768
39833, 3827587508, 0, 32768
40319, 3219505637, 0, 32768
40465, 2547270012, 0, 32768
40939, 2662113890, 0, 32768
41753, 3175616625, 0, 32768
42761, 3647377478, 0, 32768
43548, 4134008089, 0, 32768
43836, 4002809136, 0, 32768
44321, 4001606109, 0, 32768
45624, 5159289371, 0, 32768
46269, 5330300738, 0, 32768
46948, 5194326923, 0, 32768
46956, 4195117878, 0, 32768
47412, 3864560609, 0, 32768
47413, 3576492323, 0, 32768
47776, 3455133747, 0, 32768
48026, 2402410851, 0, 32768
48496, 2227535714, 0, 32768
49754, 2806167949, 0, 32768
50143, 3186803539, 0, 32768
50404, 2992007137, 0, 32768
50545, 3132291438, 0, 32768
50644, 2867644010, 0, 32768
51514, 3487794181, 0, 32768
52802, 4305536068, 0, 32768
53245, 3490648121, 0, 32768
53529, 3386248655, 0, 32768
54535, 4130055762, 0, 32768
55053, 4507959633, 0, 32768
55332, 4688394292, 0, 32768
56266, 4752164120, 0, 32768
57083, 4280687878, 0, 32768
57836, 4591645520, 0, 32768
59293, 5763559695, 0, 32768
59611, 5076892527, 0, 32768
59612, 4558717371, 0, 32768
60659, 5326891950, 0, 32768
60659, 4392687339, 0, 32768
60659, 3576364024, 0, 32768
60659, 2822772234, 0, 32768
60659, 1366177878, 0, 32768
60659, 1047585985, 0, 32768
60659, 1047427937, 0, 32768
60659, 9507, 0, 32768
