75, 32111423, 1, 4096
75, 56959, 1, 4096
75, 59973, 1, 4096
75, 57804, 1, 4096
75, 54875, 1, 4096
75, 53923, 1, 4096
75, 52350, 1, 4096
76, 53770, 1, 4096
76, 53687, 1, 4096
76, 51281, 1, 4096
76, 42871, 1, 4096
76, 39912, 1, 4096
76, 54345, 1, 4096
76, 51412, 1, 4096
76, 52371, 1, 4096
76, 53498, 1, 4096
76, 54642, 1, 4096
76, 40782, 1, 4096
76, 417238, 1, 4096
169, 92301435, 1, 4096
169, 37083, 1, 4096
169, 29621, 1, 4096
169, 29345, 1, 4096
169, 30673, 1, 4096
169, 29072, 1, 4096
169, 29496, 1, 4096
169, 27203, 1, 4096
169, 27419, 1, 4096
169, 28879, 1, 4096
169, 26403, 1, 4096
169, 221994, 1, 4096
169, 28219, 1, 4096
169, 28330, 1, 4096
169, 28102, 1, 4096
169, 28688, 1, 4096
169, 27861, 1, 4096
169, 27510, 1, 4096
170, 26782, 1, 4096
170, 27781, 1, 4096
170, 28643, 1, 4096
170, 26793, 1, 4096
170, 26860, 1, 4096
170, 27521, 1, 4096
170, 27486, 1, 4096
170, 26391, 1, 4096
170, 27309, 1, 4096
170, 27100, 1, 4096
170, 26443, 1, 4096
170, 26700, 1, 4096
170, 27900, 1, 4096
170, 27391, 1, 4096
170, 26602, 1, 4096
170, 28007, 1, 4096
170, 27070, 1, 4096
170, 26217, 1, 4096
170, 26937, 1, 4096
170, 27694, 1, 4096
170, 28007, 1, 4096
170, 27589, 1, 4096
170, 26820, 1, 4096
170, 27015, 1, 4096
170, 26221, 1, 4096
170, 27794, 1, 4096
170, 27023, 1, 4096
170, 26582, 1, 4096
170, 29167, 1, 4096
170, 26506, 1, 4096
170, 27777, 1, 4096
170, 26614, 1, 4096
170, 26418, 1, 4096
170, 27106, 1, 4096
170, 27095, 1, 4096
170, 26094, 1, 4096
171, 26876, 1, 4096
171, 26779, 1, 4096
171, 27479, 1, 4096
171, 26342, 1, 4096
171, 26178, 1, 4096
171, 32322, 1, 4096
171, 26514, 1, 4096
171, 26884, 1, 4096
171, 26797, 1, 4096
171, 42175, 1, 4096
171, 27099, 1, 4096
171, 27560, 1, 4096
171, 26989, 1, 4096
171, 26261, 1, 4096
171, 27269, 1, 4096
171, 26558, 1, 4096
171, 26945, 1, 4096
171, 26684, 1, 4096
171, 26895, 1, 4096
171, 26677, 1, 4096
171, 26418, 1, 4096
171, 27072, 1, 4096
171, 26699, 1, 4096
171, 26674, 1, 4096
171, 26987, 1, 4096
171, 27928, 1, 4096
171, 27743, 1, 4096
